country,country_code,year,male,female
South Africa,ZAF,1989,58.178,65.645
South Africa,ZAF,1990,58.483,65.939
South Africa,ZAF,1991,58.687,66.083
South Africa,ZAF,1992,58.772,66.056
South Africa,ZAF,1993,58.723,65.838
South Africa,ZAF,1994,58.527,65.417
South Africa,ZAF,1995,58.151,64.75
South Africa,ZAF,1996,57.564,63.799
South Africa,ZAF,1997,56.781,62.587
South Africa,ZAF,1998,55.844,61.172
South Africa,ZAF,1999,54.804,59.627
South Africa,ZAF,2000,53.732,58.047
South Africa,ZAF,2001,52.703,56.532
South Africa,ZAF,2002,51.789,55.176
South Africa,ZAF,2003,51.054,54.067
South Africa,ZAF,2004,50.544,53.27
South Africa,ZAF,2005,50.311,52.866
South Africa,ZAF,2006,50.382,52.907
South Africa,ZAF,2007,50.717,53.34
South Africa,ZAF,2008,51.257,54.084
South Africa,ZAF,2009,51.951,55.059
South Africa,ZAF,2010,52.721,56.144
South Africa,ZAF,2011,53.482,57.2
South Africa,ZAF,2012,54.171,58.122
South Africa,ZAF,2013,54.74,58.833
South Africa,ZAF,2014,55.167,59.298
South Africa,ZAF,2015,55.457,59.524
